id,host_id,host_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location
20772568,102336875,13,Carcavelos e Parede,Cascais,38.690090,-9.337400,Private room in residential home,Private room,3,1,2,2,75,2,24,4.38,4.54,4.5,4.79
20777479,148891205,1,So Vicente,Lisboa,38.717940,-9.130030,Entire rental unit,Entire home/apt,6,1,3,4,85,4,128,4.97,4.97,4.9,4.91
20778206,148898948,1,Avenidas Novas,Lisboa,38.732940,-9.151690,Entire rental unit,Entire home/apt,3,1,1,1,113,3,96,4.88,4.97,4.91,4.86
20781846,73257274,3,Ajuda,Lisboa,38.705950,-9.195120,Private room in rental unit,Private room,3,1,2,1,25,3,29,4.83,4.86,4.97,4.45
20783333,94924942,3,Penha de Frana,Lisboa,38.735760,-9.128990,Entire rental unit,Entire home/apt,4,1,2,3,44,1,52,4.35,4.77,4.5,4.31
20785356,148976257,1,Areeiro,Lisboa,38.736360,-9.141320,Private room in rental unit,Private room,2,1,1,1,30,2,18,4.56,4.72,4.83,4.33
20786085,17273309,2,So Vicente,Lisboa,38.714490,-9.125650,Entire rental unit,Entire home/apt,4,1,2,3,109,15,23,4.86,5,4.82,4.59
20786118,66099091,3,Santa Maria Maior,Lisboa,38.710210,-9.134300,Entire rental unit,Entire home/apt,4,1,1,1,49,1,64,4.36,4.78,4.16,4.95
20789544,27896996,10,Santa Maria Maior,Lisboa,38.711260,-9.130370,Entire rental unit,Entire home/apt,8,1,2,5,75,2,17,4.31,4.5,4.56,4.75
20792948,25459703,3,Penha de Frana,Lisboa,38.733310,-9.128320,Entire rental unit,Entire home/apt,4,1,2,3,80,6,25,4.72,4.88,4.84,4.36
20800757,129302113,3,Santa Maria Maior,Lisboa,38.711780,-9.129720,Entire rental unit,Entire home/apt,5,1,2,3,36,3,184,4.53,4.69,4.51,4.85
20814654,148314466,2,Arroios,Lisboa,38.723960,-9.136530,Entire rental unit,Entire home/apt,2,1,1,1,45,2,92,4.88,4.87,4.92,4.62
20815221,149277697,1,So Vicente,Lisboa,38.718850,-9.128270,Entire rental unit,Entire home/apt,4,1,1,2,43,2,179,4.94,4.95,4.93,4.79
20815332,120859798,1,Silveira,Torres Vedras,39.133700,-9.380540,Entire rental unit,Entire home/apt,4,1,2,3,49,2,73,4.81,4.89,4.71,4.95
20820029,148314466,2,Arroios,Lisboa,38.723960,-9.136080,Entire rental unit,Entire home/apt,2,1,1,1,45,2,99,4.82,4.97,4.98,4.64
20826708,143073682,3,Sacavm e Prior Velho,Loures,38.800290,-9.111630,Private room in rental unit,Private room,3,1,1,2,99,29,53,4.94,4.91,4.98,4.23
20838497,9338843,12,Misericrdia,Lisboa,38.712720,-9.145010,Entire rental unit,Entire home/apt,2,1,1,1,81,2,3,4.33,5,4,5
20838728,9338843,12,Misericrdia,Lisboa,38.712170,-9.144950,Entire rental unit,Entire home/apt,5,1,1,3,91,2,1,4,5,4,5
20838814,9338843,12,Misericrdia,Lisboa,38.712120,-9.145010,Entire rental unit,Entire home/apt,6,2,2,3,102,2,3,4.67,5,4.67,5
20839332,116990804,3,Areeiro,Lisboa,38.739710,-9.129680,Entire rental unit,Entire home/apt,2,1,1,1,39,2,78,4.9,4.95,4.95,4.64
20842199,11867196,3,Misericrdia,Lisboa,38.714330,-9.143200,Entire rental unit,Entire home/apt,6,1,2,2,91,3,172,4.93,4.92,4.95,4.94
20855227,104083974,73,Santa Maria Maior,Lisboa,38.712130,-9.139430,Entire rental unit,Entire home/apt,2,1,1,1,48,2,7,3.86,3.57,4.29,4.43
20855471,149677032,1,Cacm e So Marcos,Sintra,38.747430,-9.289300,Entire rental unit,Entire home/apt,4,1,2,4,65,5,28,4.62,4.85,4.92,4.38
20855862,104083974,73,Santa Maria Maior,Lisboa,38.712680,-9.137870,Entire rental unit,Entire home/apt,3,1,2,2,56,2,11,4,3.36,4.09,4.91
20856714,149687268,1,Estrela,Lisboa,38.704440,-9.166310,Private room in rental unit,Private room,2,1,1,1,48,2,27,4.59,4.81,4.52,4.59
20858330,137107318,1,Moscavide e Portela,Loures,38.775160,-9.105360,Private room in rental unit,Private room,2,1,1,1,150,1,9,4.63,4.5,4.75,4.75
20867622,149801967,1,So Vicente,Lisboa,38.718520,-9.131950,Entire rental unit,Entire home/apt,4,1,1,2,80,3,145,4.78,4.97,4.8,4.92
20867780,6930224,3,Estrela,Lisboa,38.706880,-9.171620,Entire rental unit,Entire home/apt,3,1,2,2,41,90,4,4.5,4.5,4.75,4
20868053,5691663,76,Santa Maria Maior,Lisboa,38.712650,-9.129240,Entire rental unit,Entire home/apt,4,1,2,2,60,2,96,4.64,4.76,4.78,4.89
20868397,26944307,56,Misericrdia,Lisboa,38.710010,-9.149640,Entire rental unit,Entire home/apt,2,1,0,2,62,15,89,4.06,4.46,4.07,4.76
20871866,107167403,1,Cascais e Estoril,Cascais,38.705730,-9.430260,Entire rental unit,Entire home/apt,2,1,1,1,46,4,18,4.78,4.67,4.61,4.33
20877575,15351613,12,Ajuda,Lisboa,38.704420,-9.195600,Entire rental unit,Entire home/apt,4,1,2,2,48,2,13,4.85,4.92,4.92,4.62
20878355,149923178,1,Arroios,Lisboa,38.722000,-9.136650,Entire rental unit,Entire home/apt,5,2,2,3,74,3,80,4.83,4.92,4.74,4.67
20878555,149134861,1,Olivais,Lisboa,38.764430,-9.108280,Entire rental unit,Entire home/apt,3,1,1,1,62,2,38,4.61,4.87,4.82,4.5
20880984,69786177,3,Ajuda,Lisboa,38.705470,-9.198360,Entire townhouse,Entire home/apt,4,1,2,3,56,2,29,4.82,4.86,4.86,4.79
20881117,149954062,1,Santa Maria Maior,Lisboa,38.718100,-9.135770,Entire residential home,Entire home/apt,5,1,1,3,130,2,13,4.38,4.23,4.69,4.23
20882877,64613320,17,Estrela,Lisboa,38.707830,-9.154810,Entire rental unit,Entire home/apt,3,1,2,2,56,4,80,4.55,4.68,4.69,4.73
20894629,19185595,1,Arroios,Lisboa,38.720860,-9.135100,Entire rental unit,Entire home/apt,4,1,2,3,58,2,25,4.6,4.8,4.84,4.6
20894677,150097190,1,Ericeira,Mafra,38.965630,-9.415230,Entire residential home,Entire home/apt,6,3,3,5,97,3,26,4.96,4.92,4.88,4.85
20895352,1756107,159,Santa Maria Maior,Lisboa,38.714130,-9.138310,Entire rental unit,Entire home/apt,6,3,3,3,166,2,17,4.18,4.76,4.47,4.82
20898702,38949709,2,Carcavelos e Parede,Cascais,38.688170,-9.339040,Private room in condominium (condo),Private room,2,1,1,1,50,3,23,4.87,4.78,4.91,4.96
20906641,26944307,56,Misericrdia,Lisboa,38.709900,-9.149540,Entire rental unit,Entire home/apt,2,1,0,2,70,20,59,4.05,4.49,4.12,4.88
20910474,17869413,2,Misericrdia,Lisboa,38.712750,-9.144200,Entire residential home,Entire home/apt,4,1,0,4,75,3,49,4.29,4.67,4.63,4.69
20911857,70106011,1,Carcavelos e Parede,Cascais,38.692870,-9.359380,Entire loft,Entire home/apt,2,1,1,2,58,2,113,4.86,4.86,4.88,4.76
20914158,150299187,1,Estrela,Lisboa,38.708160,-9.155920,Entire rental unit,Entire home/apt,3,1,1,1,46,2,87,4.37,4.65,4.52,4.57
20914241,150300842,1,Olivais,Lisboa,38.765270,-9.123890,Private room in rental unit,Private room,1,1,1,1,50,3,1,1,1,1,1
20917505,11867196,3,Misericrdia,Lisboa,38.714470,-9.145020,Entire rental unit,Entire home/apt,6,1,2,2,83,3,137,4.96,4.96,4.99,4.94
20922982,8657328,1,Arroios,Lisboa,38.728330,-9.132910,Entire rental unit,Entire home/apt,2,1,1,2,23,25,68,4.84,4.97,4.91,4.69
20923804,105540604,20,Santo Antnio,Lisboa,38.721280,-9.143220,Entire rental unit,Entire home/apt,2,1,1,1,55,2,81,4.67,4.77,4.6,4.88
20927262,28296743,3,Arroios,Lisboa,38.723680,-9.136510,Private room in rental unit,Private room,1,1,1,1,21,28,9,4.88,5,4.75,4.88
20928083,2426059,1,Arroios,Lisboa,38.722700,-9.136700,Entire rental unit,Entire home/apt,2,1,1,1,40,3,39,4.87,4.95,4.89,4.74
20928084,11095839,1,Moscavide e Portela,Loures,38.778510,-9.101420,Entire rental unit,Entire home/apt,4,2,2,3,60,7,37,4.7,4.84,4.73,4.46
20929769,1312785,15,Misericrdia,Lisboa,38.714460,-9.152930,Entire rental unit,Entire home/apt,3,1,1,1,75,3,69,4.86,4.91,4.91,4.78
20941295,151062992,2,Cascais e Estoril,Cascais,38.698230,-9.418980,Entire rental unit,Entire home/apt,4,1,1,2,90,5,59,4.95,4.97,4.75,5
20955985,2853234,2,Ericeira,Mafra,38.960820,-9.415080,Entire rental unit,Entire home/apt,4,1,2,4,125,3,7,4.57,4.86,4.86,4.71
20956135,2681397,30,Santa Maria Maior,Lisboa,38.715400,-9.139850,Entire rental unit,Entire home/apt,12,2,3,8,127,3,148,4.57,4.63,4.72,4.88
20956958,42731947,8,Arroios,Lisboa,38.730230,-9.137040,Private room in rental unit,Private room,2,1,1,1,25,2,86,4.8,4.93,4.88,4.71
20957291,42731947,8,Arroios,Lisboa,38.730230,-9.137040,Private room in rental unit,Private room,1,1,1,1,23,2,104,4.81,4.9,4.87,4.73
20957356,113620050,20,Arroios,Lisboa,38.722580,-9.134930,Entire rental unit,Entire home/apt,6,2,3,3,165,3,69,4.83,4.84,4.86,4.71
20958443,113964497,3,So Joo das Lampas e Terrugem,Sintra,38.865640,-9.446910,Entire rental unit,Entire home/apt,4,2,2,3,50,3,72,4.85,4.92,4.75,4.89
20959054,42731947,8,Arroios,Lisboa,38.730230,-9.137040,Private room in rental unit,Private room,2,1,1,2,21,2,122,4.75,4.84,4.84,4.67
20959899,23780167,14,Misericrdia,Lisboa,38.710060,-9.146580,Entire rental unit,Entire home/apt,6,1,2,3,115,1,53,4.53,4.58,4.58,4.81
20965424,150012465,1,Misericrdia,Lisboa,38.715480,-9.145310,Entire rental unit,Entire home/apt,6,1,3,4,100,3,19,4.89,5,5,4.95
20966496,24865381,7,Estrela,Lisboa,38.708200,-9.157170,Entire rental unit,Entire home/apt,4,1,1,2,52,2,103,4.83,4.88,4.88,4.83
20967231,21906734,4,Cascais e Estoril,Cascais,38.710090,-9.411560,Entire rental unit,Entire home/apt,5,2,2,3,88,4,41,4.8,4.78,4.78,4.56
20967946,52570650,19,Santo Antnio,Lisboa,38.722810,-9.153580,Private room in rental unit,Private room,1,1,1,1,45,123,75,4.66,4.87,4.8,4.72
20969108,102706746,2,Arroios,Lisboa,38.721730,-9.134280,Entire rental unit,Entire home/apt,2,1,1,1,45,2,154,4.88,4.92,4.94,4.6
20974781,109483379,1,Colares,Sintra,38.792020,-9.462150,Entire guest suite,Entire home/apt,4,2,3,3,295,2,2,5,5,5,4.5
20978995,24288915,10,Moscavide e Portela,Loures,38.780850,-9.115480,Camper/RV,Entire home/apt,4,0,0,2,68,7,1,5,5,4,5
20981584,150996889,1,Pontinha e Fames,Odivelas,38.765970,-9.202200,Entire rental unit,Entire home/apt,4,1,1,2,65,1,10,4.7,4.6,5,4.2
20987140,46829582,7,Venteira,Amadora,38.759010,-9.236310,Entire rental unit,Entire home/apt,4,1,2,3,65,1,9,4.22,4.67,3.89,4.33
20991769,4861007,24,Parque das Naes,Lisboa,38.765260,-9.098840,Entire rental unit,Entire home/apt,10,3,3,6,200,1,25,4.4,4.52,4.68,4.8
20995540,5691663,76,Misericrdia,Lisboa,38.711830,-9.144550,Entire rental unit,Entire home/apt,3,1,1,2,62,2,135,4.62,4.73,4.79,4.78
20995795,101860744,1,Ramada e Caneas,Odivelas,38.802940,-9.180050,Entire residential home,Entire home/apt,6,1,2,4,50,2,130,4.68,4.9,4.89,4.56
20997872,141594286,6,Alvalade,Lisboa,38.758180,-9.140270,Private room in rental unit,Private room,2,1,1,1,18,1,71,4.37,4.62,4.38,4.61
21004190,14317794,28,Santa Maria Maior,Lisboa,38.709550,-9.135340,Entire rental unit,Entire home/apt,6,2,3,2,100,7,56,4.73,4.75,4.63,4.93
21006500,144152589,30,Santa Maria Maior,Lisboa,38.711350,-9.137880,Entire loft,Entire home/apt,4,1,2,2,154,2,108,4.67,4.75,4.74,4.97
21006511,144152589,30,Santa Maria Maior,Lisboa,38.712230,-9.137960,Entire rental unit,Entire home/apt,3,1,1,2,151,2,36,4.64,4.72,4.64,4.97
21006529,144152589,30,Santa Maria Maior,Lisboa,38.711260,-9.138430,Entire rental unit,Entire home/apt,4,2,2,3,181,2,100,4.86,4.94,4.88,5
21006541,144152589,30,Santa Maria Maior,Lisboa,38.712230,-9.137950,Entire rental unit,Entire home/apt,3,1,2,2,151,2,40,4.55,4.73,4.65,4.9
21006550,144152589,30,Santa Maria Maior,Lisboa,38.711230,-9.138410,Entire loft,Entire home/apt,2,1,0,1,121,1,45,4.56,4.71,4.62,4.93
21008245,24012629,4,Avenidas Novas,Lisboa,38.732870,-9.148050,Private room in rental unit,Private room,2,2,1,2,30,4,127,4.95,4.98,4.96,4.91
21008913,13695535,6,Misericrdia,Lisboa,38.713390,-9.142290,Entire rental unit,Entire home/apt,4,1,1,1,85,2,115,4.93,4.93,4.94,4.99
21011721,151295081,1,Penha de Frana,Lisboa,38.730960,-9.132200,Entire rental unit,Entire home/apt,5,1,2,3,84,1,51,4.59,4.78,4.9,4.34
21012233,151298910,2,Lourinh e Atalaia,Lourinh,39.220960,-9.318260,Entire residential home,Entire home/apt,6,1,2,5,60,2,5,5,5,4.75,4.75
21020016,56981626,6,Ericeira,Mafra,38.966180,-9.418720,Entire rental unit,Entire home/apt,2,1,1,2,78,3,42,5,4.98,5,5
21021235,11707167,36,So Vicente,Lisboa,38.719190,-9.127280,Entire rental unit,Entire home/apt,4,2,2,2,100,2,21,4.57,4.76,4.86,4.67
21022266,22078192,11,Santa Maria Maior,Lisboa,38.714140,-9.135300,Entire rental unit,Entire home/apt,3,1,1,2,118,2,7,4.71,4.71,4.86,4.86
21025446,148966598,2,Moscavide e Portela,Loures,38.776110,-9.102760,Private room in condominium (condo),Private room,2,1,1,1,28,1,245,4.31,4.6,4.59,4.6
21033935,151492757,1,Santo Antnio,Lisboa,38.724510,-9.146360,Entire rental unit,Entire home/apt,4,1,2,3,75,5,2,5,5,5,4
21035316,22192546,69,Misericrdia,Lisboa,38.708920,-9.148060,Entire rental unit,Entire home/apt,5,1,2,3,69,2,35,4.63,4.8,4.8,4.94
21039522,3953109,531,Santa Maria Maior,Lisboa,38.713390,-9.126900,Entire rental unit,Entire home/apt,3,1,1,3,93,2,29,4.66,4.59,4.79,4.66
21042405,3953109,531,Misericrdia,Lisboa,38.713340,-9.152670,Entire rental unit,Entire home/apt,2,1,1,1,54,2,45,4.18,4.49,4.18,4.67
21042679,75195914,2,Arroios,Lisboa,38.719810,-9.137840,Entire rental unit,Entire home/apt,4,1,1,2,45,3,124,4.65,4.84,4.76,4.81
21048266,151621455,1,Penha de Frana,Lisboa,38.728080,-9.129370,Entire rental unit,Entire home/apt,6,1,2,4,47,3,58,4.76,4.91,4.79,4.48
21048278,33853206,5,Silveira,Torres Vedras,39.130710,-9.378840,Entire residential home,Entire home/apt,9,2,5,6,54,3,23,4.78,4.83,4.74,4.87
21048390,46829582,7,guas Livres,Amadora,38.749310,-9.226060,Entire rental unit,Entire home/apt,4,1,1,2,59,1,58,4.59,4.59,4.59,4.07
21048453,3953109,531,Santo Antnio,Lisboa,38.723600,-9.144170,Entire rental unit,Entire home/apt,4,1,2,2,70,2,13,3.54,3.92,4.31,4.69
21050027,125892685,4,Belm,Lisboa,38.704020,-9.203480,Entire rental unit,Entire home/apt,3,1,1,2,49,10,67,4.85,5,4.79,4.85
21054837,151681043,2,Avenidas Novas,Lisboa,38.740280,-9.147880,Entire rental unit,Entire home/apt,3,1,1,2,65,1,25,4.88,4.8,4.96,4.88
21061614,1848304,11,Misericrdia,Lisboa,38.714670,-9.144540,Entire rental unit,Entire home/apt,7,2,3,5,71,1,124,4.59,4.7,4.8,4.92
21062197,61255540,10,Arroios,Lisboa,38.726570,-9.133970,Private room in hostel,Private room,2,9,1,1,40,1,1,5,5,5,5
21063137,61255540,10,Arroios,Lisboa,38.726790,-9.135740,Shared room in hostel,Shared room,6,9,1,6,14,1,16,3.94,3.94,3.75,4.25
21063350,61255540,10,Arroios,Lisboa,38.726690,-9.135920,Shared room in hostel,Shared room,6,9,1,6,13,1,26,4.54,4.81,4.54,4.88
21067472,1116037,2,Santa Maria Maior,Lisboa,38.710580,-9.138030,Entire rental unit,Entire home/apt,4,1,2,3,117,3,23,4.96,5,4.89,5
21067517,9708011,4,Santa Maria Maior,Lisboa,38.711210,-9.129550,Entire rental unit,Entire home/apt,4,1,1,2,100,3,1,5,5,5,5
21067788,102500713,2,Ericeira,Mafra,38.962750,-9.415420,Private room in rental unit,Private room,1,1,1,1,16,7,15,5,5,4.92,5
21071714,1848304,11,Misericrdia,Lisboa,38.713420,-9.144930,Entire rental unit,Entire home/apt,8,2,3,4,65,2,100,4.7,4.9,4.78,4.82
21074822,3953109,531,Misericrdia,Lisboa,38.707280,-9.141920,Entire rental unit,Entire home/apt,3,1,1,1,113,2,8,4.5,4.5,4.75,4.75
21077473,151916934,1,Avenidas Novas,Lisboa,38.733580,-9.145540,Entire rental unit,Entire home/apt,5,2,2,3,175,2,3,4.67,5,5,4.67
21077545,151917202,4,Misericrdia,Lisboa,38.714130,-9.144960,Entire rental unit,Entire home/apt,4,1,1,2,66,2,166,4.96,4.98,4.99,4.95
21078376,70672687,2,Carcavelos e Parede,Cascais,38.688420,-9.335970,Entire rental unit,Entire home/apt,3,1,1,2,47,1,95,4.85,4.88,4.88,4.89
21078528,151928415,2,Parque das Naes,Lisboa,38.757740,-9.096610,Entire rental unit,Entire home/apt,6,2,3,5,200,1,32,4.78,5,4.94,4.78
21079323,29677048,2,Colares,Sintra,38.827490,-9.469620,Entire cottage,Entire home/apt,4,1,2,3,140,3,39,4.77,4.87,4.67,4.9
21079750,3953109,531,Misericrdia,Lisboa,38.715630,-9.148880,Entire rental unit,Entire home/apt,3,1,1,2,60,2,37,4.51,4.7,4.65,4.73
21080589,65098235,2,Arroios,Lisboa,38.720810,-9.139480,Entire rental unit,Entire home/apt,6,1,2,3,84,2,3,4.67,5,4.67,5
21080659,151917202,4,Misericrdia,Lisboa,38.712960,-9.143560,Entire rental unit,Entire home/apt,6,1,2,4,66,3,135,4.96,4.95,4.99,4.92
21094834,170464420,4,Cascais e Estoril,Cascais,38.703300,-9.415780,Entire condominium (condo),Entire home/apt,4,2,2,2,147,5,40,4.83,4.83,4.98,4.83
21096409,51333264,2,Misericrdia,Lisboa,38.715380,-9.153670,Entire rental unit,Entire home/apt,2,1,1,1,37,3,81,4.42,4.64,4.53,4.74
21101844,5691663,76,Estrela,Lisboa,38.708020,-9.153400,Entire loft,Entire home/apt,2,1,1,1,49,2,81,4.54,4.7,4.8,4.75
21102648,2341627,4,Belm,Lisboa,38.700400,-9.203680,Entire rental unit,Entire home/apt,5,1,2,7,60,7,22,4.91,4.91,4.95,4.77
21104966,134724137,3,Misericrdia,Lisboa,38.709600,-9.151710,Private room in bed and breakfast,Private room,2,1,1,3,49,1,12,5,5,4.83,5
21106059,10332445,5,Santa Maria Maior,Lisboa,38.712230,-9.140850,Entire rental unit,Entire home/apt,6,1,4,0,99,1,136,4.63,4.82,4.71,4.98
21107659,152206615,1,Estrela,Lisboa,38.708130,-9.153500,Entire rental unit,Entire home/apt,3,1,1,3,27,3,48,4.54,4.81,4.58,4.83
21108570,731092,4,Rio de Mouro,Sintra,38.757410,-9.338620,Private room in residential home,Private room,2,1,1,2,30,2,1,5,5,5,5
21111209,152243043,17,Penha de Frana,Lisboa,38.730060,-9.130490,Entire rental unit,Entire home/apt,3,1,2,2,62,3,72,4.81,4.96,4.96,4.38
21113397,152266489,1,guas Livres,Amadora,38.745270,-9.219050,Entire rental unit,Entire home/apt,4,1,1,1,91,360,5,5,4.8,5,3.8
21118368,2108990,9,Santo Antnio,Lisboa,38.716340,-9.146800,Entire rental unit,Entire home/apt,4,2,2,2,78,2,125,4.82,4.95,4.89,4.95
21118892,134906408,4,Estrela,Lisboa,38.712110,-9.171440,Entire rental unit,Entire home/apt,2,1,1,1,67,2,34,4.65,4.85,4.79,4.29
21119627,152317743,1,A dos Cunhados e Maceira,Torres Vedras,39.140040,-9.375130,Entire rental unit,Entire home/apt,4,1,1,3,50,4,12,5,4.91,5,5
21120160,152326895,1,Porto Salvo,Oeiras,38.727350,-9.303680,Private room in residential home,Private room,2,1,1,1,44,1,56,4.87,4.87,4.96,4.65
21125477,152378974,1,Santo Antnio,Lisboa,38.723990,-9.145870,Entire rental unit,Entire home/apt,8,2,4,4,143,3,33,4.96,4.96,4.82,4.82
21131819,3953109,531,Santa Maria Maior,Lisboa,38.716510,-9.141290,Entire rental unit,Entire home/apt,4,3,3,4,143,2,31,4.74,4.84,4.81,4.9
21132276,1848304,11,Misericrdia,Lisboa,38.713130,-9.145320,Entire rental unit,Entire home/apt,6,2,2,3,50,2,141,4.71,4.82,4.87,4.89
21135748,257927631,193,Misericrdia,Lisboa,38.712100,-9.146320,Entire rental unit,Entire home/apt,5,1,2,3,85,2,55,4.34,4.57,4.64,4.87
21136155,152478472,1,Misericrdia,Lisboa,38.714520,-9.153590,Entire rental unit,Entire home/apt,4,1,0,2,80,1,12,4.42,4.42,4.33,4.58
21144433,114910669,16,Cascais e Estoril,Cascais,38.700280,-9.420670,Entire rental unit,Entire home/apt,4,1,1,2,54,2,94,4.6,4.81,4.57,4.96
21144751,140243657,12,Avenidas Novas,Lisboa,38.742260,-9.159770,Entire rental unit,Entire home/apt,4,1,2,3,94,1,33,4.41,4.38,4.56,4.31
21145340,151062992,2,Cascais e Estoril,Cascais,38.699310,-9.419910,Entire rental unit,Entire home/apt,4,1,0,1,90,5,86,4.74,4.87,4.64,4.98
21149268,257927631,193,Misericrdia,Lisboa,38.715250,-9.148620,Entire rental unit,Entire home/apt,4,1,1,2,72,2,53,4.15,4.17,4.31,4.73
21152621,6798815,9,So Domingos de Benfica,Lisboa,38.745690,-9.168360,Entire rental unit,Entire home/apt,10,2,4,7,109,3,36,4.97,4.9,5,4.67
21152876,144803559,2,Santo Antnio,Lisboa,38.718870,-9.144170,Private room in rental unit,Private room,2,1,1,1,300,1,31,4.74,4.61,4.68,4.9
21161915,152718148,2,Arroios,Lisboa,38.722180,-9.136230,Entire rental unit,Entire home/apt,4,1,2,2,76,3,125,4.8,4.9,4.87,4.82
21162973,152740651,2,Misericrdia,Lisboa,38.707700,-9.143720,Entire rental unit,Entire home/apt,5,1,2,4,70,14,82,4.59,4.82,4.63,4.95
21163595,152740651,2,Misericrdia,Lisboa,38.705430,-9.145070,Entire rental unit,Entire home/apt,3,1,1,1,60,14,83,4.64,4.8,4.7,4.94
21167981,152797821,1,Encarnao,Mafra,39.040240,-9.396800,Entire villa,Entire home/apt,16,3,5,14,539,3,34,4.88,4.88,4.79,4.55
21173139,152854735,5,Cascais e Estoril,Cascais,38.701460,-9.421730,Private room in rental unit,Private room,3,2,1,3,79,5,10,4.5,4.56,4.78,4.88
21173957,152864236,1,Arroios,Lisboa,38.731120,-9.143050,Private room in rental unit,Private room,1,1,1,1,40,2,7,5,5,5,5
21180546,152005397,2,Mafra,Mafra,38.932870,-9.375040,Entire residential home,Entire home/apt,8,3,3,4,250,7,10,4.6,4.9,4.7,4.5
21181961,9108607,3,Misericrdia,Lisboa,38.709950,-9.152230,Private room in rental unit,Private room,2,1,1,1,28,2,132,4.79,4.86,4.79,4.91
21182478,4972896,41,Cascais e Estoril,Cascais,38.707710,-9.419430,Entire rental unit,Entire home/apt,6,4,3,4,94,4,13,4.46,4.92,4.85,4.92
21183829,1848304,11,Misericrdia,Lisboa,38.712930,-9.144560,Entire serviced apartment,Entire home/apt,7,2,3,5,69,2,136,4.68,4.84,4.85,4.84
21190667,152513197,1,Bucelas,Loures,38.916970,-9.081640,Tiny house,Entire home/apt,2,1,0,1,45,1,55,4.75,4.82,4.95,4.82
21190729,19306594,3,Misericrdia,Lisboa,38.709900,-9.146200,Entire rental unit,Entire home/apt,3,1,1,2,30,4,145,4.6,4.72,4.72,4.86
21195319,153081513,7,Parque das Naes,Lisboa,38.768150,-9.098840,Entire rental unit,Entire home/apt,10,3,4,8,170,1,116,4.92,4.97,4.99,4.91
21195903,69786177,3,Ajuda,Lisboa,38.705440,-9.199360,Entire townhouse,Entire home/apt,4,1,2,3,56,2,59,4.88,4.86,4.9,4.73
21196577,115792805,3,Santa Maria Maior,Lisboa,38.712350,-9.126670,Entire rental unit,Entire home/apt,3,1,1,1,66,3,120,4.63,4.81,4.77,4.82
21197448,115792805,3,Santa Maria Maior,Lisboa,38.713550,-9.124390,Entire rental unit,Entire home/apt,3,1,1,1,66,3,114,4.62,4.75,4.75,4.83
21198234,143701949,69,Santa Maria Maior,Lisboa,38.711900,-9.128330,Entire rental unit,Entire home/apt,4,1,2,3,71,1,17,3.94,4.29,4.59,4.38
21199295,10580478,6,Santa Maria Maior,Lisboa,38.712950,-9.127260,Entire rental unit,Entire home/apt,2,1,1,0,80,3,4,4.75,5,5,5
21199966,143701949,69,Misericrdia,Lisboa,38.713690,-9.146350,Entire rental unit,Entire home/apt,4,1,1,2,69,1,11,4.36,4.73,4.36,4.73
21202627,153143734,3,Ericeira,Mafra,38.963330,-9.394240,Private room in guesthouse,Private room,2,1,1,1,80,2,1,5,5,5,5
21208077,10580478,6,Santa Maria Maior,Lisboa,38.713160,-9.128490,Entire rental unit,Entire home/apt,2,1,1,1,110,3,3,5,5,5,5
21216796,148966598,2,Moscavide e Portela,Loures,38.776660,-9.102900,Private room in condominium (condo),Private room,2,1,1,1,28,1,203,4.41,4.66,4.69,4.65
21219347,153321497,1,Ericeira,Mafra,38.981570,-9.413010,Entire condominium (condo),Entire home/apt,4,1,1,1,120,4,7,4.5,4.83,4.5,5
21230133,2001523,10,Misericrdia,Lisboa,38.709090,-9.143040,Entire rental unit,Entire home/apt,4,1,1,2,46,2,109,4.43,4.68,4.47,4.79
21238289,8046399,35,Campo de Ourique,Lisboa,38.720380,-9.162340,Entire rental unit,Entire home/apt,2,1,1,1,51,2,118,4.74,4.85,4.92,4.55
21247338,153597808,0,Arroios,Lisboa,38.731260,-9.133410,Entire rental unit,Entire home/apt,2,1,1,1,50,2,47,4.44,4.53,4.84,4.69
21248793,137241528,0,Alfragide,Amadora,38.738980,-9.221440,Private room in rental unit,Private room,1,1,1,1,20,1,10,4.3,4.3,4.7,3.6
21249505,137241528,0,Alfragide,Amadora,38.737040,-9.222710,Private room in rental unit,Private room,2,1,1,1,21,1,13,4.46,4.54,4.62,4.23
21259632,138614410,1,Carcavelos e Parede,Cascais,38.684960,-9.348090,Entire rental unit,Entire home/apt,3,1,1,1,70,3,52,4.87,4.98,4.83,4.87
21260043,13219688,5,Misericrdia,Lisboa,38.709140,-9.152140,Entire rental unit,Entire home/apt,6,1,3,3,58,1,171,4.58,4.71,4.69,4.73
21263426,134724137,3,Misericrdia,Lisboa,38.708230,-9.151440,Private room in bed and breakfast,Private room,2,1,0,3,49,1,2,5,5,5,4.5
21269414,52570650,19,Santo Antnio,Lisboa,38.724640,-9.154520,Private room in rental unit,Private room,1,1,1,1,35,30,28,4.82,4.89,4.86,4.96
21271136,21200870,23,Cascais e Estoril,Cascais,38.697120,-9.435990,Entire rental unit,Entire home/apt,4,1,2,3,117,7,1,5,5,5,5
21272409,23425485,6,Misericrdia,Lisboa,38.713020,-9.145750,Entire rental unit,Entire home/apt,2,1,0,1,68,1,8,4.38,4.38,4.5,5
